filename,artist,style,genre
87082.jpg,Matthias Grünewald,Northern Renaissance,portrait
25056.jpg,Maurice Quentin de La Tour,Rococo,sketch and study
94264.jpg,Paul Gauguin,Cloisonnism,genre painting
24160.jpg,Albert Anker,Realism,genre painting
48860.jpg,Jacopo Pontormo,Mannerism (Late Renaissance),sketch and study
70057.jpg,Willard Metcalf,Impressionism,genre painting
98821.jpg,Luca Giordano,Baroque,mythological painting
64372.jpg,Lev Lagorio,Romanticism,marina
26995.jpg,Eugene Boudin,Impressionism,genre painting
91122.jpg,Antonio Palolo,Neo-Expressionism,abstract
25854.jpg,Kitagawa Utamaro,Ukiyo-e,mythological painting
413.jpg,Egon Schiele,Impressionism,landscape
40450.jpg,Zinaida Serebriakova,Symbolism,landscape
47298.jpg,Ivan Shishkin,Realism,landscape
53905.jpg,Isaac Levitan,Realism,landscape
16363.jpg,Nicholas Roerich,Symbolism,landscape
92073.jpg,Ivan Shishkin,Realism,landscape
51086.jpg,George Romney,Romanticism,portrait
50623.jpg,Thomas Hill,Romanticism,landscape
59740.jpg,Henry William Banks Davis,Romanticism,animal painting
99106.jpg,Pavel Svinyin,Romanticism,genre painting
84991.jpg,Alexander Ivanov,Academicism,sketch and study
98277.jpg,Giovanni Fattori,Impressionism,landscape
61713.jpg,Peder Severin Kroyer,Realism,genre painting
30762.jpg,Vasily Surikov,Realism,sketch and study
61136.jpg, Wassily Kandinsky,Abstract Art,abstract
50306.jpg,Odilon Redon,Symbolism,flower painting
99268.jpg,Albert Bierstadt,Luminism,wildlife painting
2920.jpg,Qiu Ying,Gongbi,shan shui
28182.jpg,Gustave Loiseau,Post-Impressionism,landscape
52509.jpg,Edouard Cortes,Post-Impressionism,cityscape
27561.jpg,Edouard Cortes,Post-Impressionism,cityscape
9434.jpg,Andrea del Sarto,High Renaissance,religious painting
32742.jpg,Rembrandt,Baroque,portrait
21678.jpg,Thomas Hill,Romanticism,landscape
33877.jpg,Leonardo da Vinci,Early Renaissance,sketch and study
39864.jpg,Maurice Denis,Post-Impressionism,genre painting
13579.jpg,M.C. Escher,Surrealism,figurative
60644.jpg,William Merritt Chase,Impressionism,genre painting
42975.jpg,Ilya Mashkov,Fauvism,flower painting
27381.jpg,Giovanni Paolo Panini,Baroque,capriccio
12329.jpg,Zdislav Beksinski,Surrealism,symbolic painting
33015.jpg,Horace Trenerry,Impressionism,landscape
63399.jpg,Lesser Ury,Impressionism,cityscape
97164.jpg,Paul Signac,Impressionism,landscape
34036.jpg,Sandro Botticelli,Early Renaissance,portrait
88990.jpg,William Scott,Abstract Expressionism,abstract
77443.jpg,Stanley Spencer,Neo-Romanticism,genre painting
97793.jpg,Grant Wood,Post-Impressionism,still life
98932.jpg,Pierre Bonnard,Post-Impressionism,genre painting
35043.jpg,Ilya Repin,Realism,genre painting
51150.jpg,Albert Bierstadt,Luminism,landscape
21809.jpg,Nikolay Bogdanov-Belsky,Realism,portrait
61792.jpg,Ivan Shishkin,Realism,landscape
42345.jpg,Ivan Shishkin,Realism,landscape
71003.jpg,Thomas Cole,Romanticism,sketch and study
18157.jpg,Nicolae Grigorescu,Realism,portrait
95628.jpg,George Romney,Rococo,portrait
19598.jpg,James Webb ,Romanticism,landscape
80600.jpg,El Greco,Mannerism (Late Renaissance),religious painting
64083.jpg,Victor Borisov-Musatov,Symbolism,genre painting
31451.jpg,Toshi Yoshida,Sōsaku hanga,genre painting
66602.jpg,Thomas Hill,Romanticism,landscape
17178.jpg,Nicholas Roerich,Symbolism,landscape
908.jpg,Stanley Spencer,Neo-Romanticism,symbolic painting
63208.jpg,Lucian Freud,Expressionism,portrait
16927.jpg,Fernand Leger,Cubism,design
71157.jpg,Stanley Spencer,Neo-Romanticism,symbolic painting
71793.jpg,Mary Cassatt,Japonism,genre painting
15974.jpg,Joan Mitchell,Abstract Expressionism,abstract
52258.jpg,Robert Julian Onderdonk,Impressionism,landscape
13918.jpg,Stanley Spencer,Neo-Romanticism,genre painting
65992.jpg,Julius LeBlanc Stewart,Realism,still life
89800.jpg,Edwin Lord Weeks,Orientalism,genre painting
54622.jpg,Henri Matisse,Impressionism,genre painting
1313.jpg,Aladar Korosfoi-Kriesch,Art Nouveau (Modern),portrait
89104.jpg,Edouard Cortes,Post-Impressionism,cityscape
87783.jpg,Ion Alin Gheorghiu,Cubism,figurative
26175.jpg,Edouard Cortes,Post-Impressionism,cityscape
46463.jpg,Eugene Boudin,Impressionism,genre painting
72299.jpg,Jean-Baptiste-Simeon Chardin,Baroque,still life
13228.jpg,Bernardo Bellotto,Rococo,cityscape
37938.jpg,Thomas Lawrence,Romanticism,portrait
3881.jpg,Isaac Levitan,Realism,landscape
25722.jpg,William Collins,Romanticism,genre painting
60233.jpg,Valentin Serov,Impressionism,sketch and study
71764.jpg,Antonio Mancini,Verism,cityscape
17809.jpg,James Webb ,Romanticism,landscape
99935.jpg,Vasily Polenov,Romanticism,religious painting
49391.jpg,James Webb ,Romanticism,marina
49483.jpg,Edward Burne-Jones,Romanticism,religious painting
43614.jpg,Yiannis Moralis,Expressionism,genre painting
3366.jpg,Eugene Boudin,Impressionism,cloudscape
69903.jpg,Joseph Wright,Romanticism,genre painting
6856.jpg,Dan Christensen,Color Field Painting,abstract
56901.jpg,Constantine Maleas,Post-Impressionism,landscape
95999.jpg,Ad Reinhardt,Color Field Painting,abstract
19035.jpg,M.C. Escher,Op Art,tessellation
51395.jpg,Pietro Perugino,Early Renaissance,religious painting
89530.jpg,Verena Loewensberg,Concretism,abstract
40082.jpg,Constantine Maleas,Post-Impressionism,landscape
12266.jpg,Marc Chagall,Expressionism,genre painting
72850.jpg,Marc Chagall,Naïve Art (Primitivism),sketch and study
51215.jpg,Louis Comfort Tiffany,Art Nouveau (Modern),design
80548.jpg,Raphael Kirchner,Art Nouveau (Modern),design
3576.jpg,Franz Xaver Winterhalter,Romanticism,portrait
96116.jpg,Camille Corot,Realism,landscape
63085.jpg,Henri Martin,Post-Impressionism,cityscape
11341.jpg,Frantisek Kupka,Expressionism,mythological painting
5728.jpg,Frantisek Kupka,Orphism,symbolic painting
85433.jpg,Stanley Spencer,Neo-Romanticism,religious painting
37670.jpg,Guercino,Baroque,religious painting
61986.jpg,Laszlo Mednyanszky,Impressionism,landscape
94517.jpg,N.C. Wyeth,Realism,genre painting
103082.jpg,Kiyokata Kaburagi,Shin-hanga,genre painting
90749.jpg,Constantin Piliuta,Post-Impressionism,still life
25868.jpg,Paul Klee,Expressionism,animal painting
55426.jpg,Maurice Prendergast,Impressionism,genre painting
97322.jpg,Karl Bryullov,Romanticism,sketch and study
41822.jpg,Charles M. Russell,Romanticism,genre painting
10668.jpg,Albert Bierstadt,Luminism,landscape
16573.jpg,Raphael Kirchner,Art Nouveau (Modern),design
102439.jpg,Hildegard of Bingen,Romanesque,miniature
8993.jpg,Thomas Cole,Romanticism,genre painting
86616.jpg,M.C. Escher,Op Art,tessellation
40542.jpg,Fritz Glarner,Neoplasticism,abstract
92050.jpg,Lev Lagorio,Romanticism,landscape
29364.jpg,Ivan Shishkin,Realism,landscape
34691.jpg,Peter Paul Rubens,Baroque,religious painting
37419.jpg,Ivan Shishkin,Realism,landscape
50465.jpg,William Shayer,Romanticism,genre painting
50437.jpg,Ilya Repin,Realism,religious painting
48374.jpg,Charles-Francois Daubigny,Realism,landscape
55422.jpg,Mark Rothko,Color Field Painting,abstract
101716.jpg,Marc Chagall,Cubism,religious painting
15402.jpg,Salvador Dali,Surrealism,portrait
88105.jpg,Salvador Dali,Expressionism,landscape
73768.jpg,Grant Wood,Impressionism,cityscape
68129.jpg,Ilya Repin,Realism,landscape
82892.jpg,Stanley Spencer,Neo-Romanticism,genre painting
53975.jpg,James McNeill Whistler,Symbolism,portrait
7317.jpg,Marcel Duchamp,Dada,figurative
37772.jpg, Periklis Vyzantios ,Impressionism,landscape
6056.jpg,James Tissot,Realism,caricature
14957.jpg,Eugene Boudin,Impressionism,cityscape
100749.jpg,Suzanne Valadon,Post-Impressionism,animal painting
27090.jpg,Remedios Varo,Surrealism,symbolic painting
7128.jpg,Martin Johnson Heade,Realism,flower painting
49506.jpg,Paul Klee,Expressionism,genre painting
38555.jpg,Edwin Lord Weeks,Orientalism,cityscape
40678.jpg,M.C. Escher,Op Art,tessellation
38375.jpg,John Henry Twachtman,Impressionism,landscape
71669.jpg,Richard Artschwager,Conceptual Art,interior
36310.jpg,Edwin Austin Abbey,Romanticism,literary painting
2749.jpg,David Bates,Realism,landscape
81416.jpg,Alfred Wallis,Naïve Art (Primitivism),landscape
37375.jpg,Albert Bierstadt,Luminism,landscape
37031.jpg,Hendrick Cornelisz Vroom,Baroque,marina
58345.jpg,Henri Fantin-Latour,Realism,flower painting
89383.jpg,Ferdinand Hodler,Art Nouveau (Modern),landscape
39182.jpg,Jules Joseph Lefebvre,Academicism,nude painting (nu)
42742.jpg,Jean Metzinger,Cubism,still life
92049.jpg,Jean Metzinger,Cubism,still life
10688.jpg,Masaccio,Early Renaissance,religious painting
89525.jpg,Auguste Toulmouche,Academicism,genre painting
8962.jpg,Andrea del Sarto,High Renaissance,religious painting
15267.jpg,Jack Bush,Social Realism,cityscape
44643.jpg,Helen Frankenthaler,Color Field Painting,abstract
8014.jpg,Ivan Shishkin,Realism,landscape
23547.jpg,Arkhip Kuindzhi,Realism,sketch and study
37292.jpg,Louis Marcoussis,Cubism,still life
30756.jpg,Pierre Emmanuel Damoye,Impressionism,landscape
73887.jpg,Isaac Levitan,Realism,landscape
85019.jpg,Odilon Redon,Symbolism,mythological painting
85388.jpg,Georges Vantongerloo,Neoplasticism,abstract
63688.jpg,Maurice Prendergast,Impressionism,genre painting
90430.jpg,Bartolome Esteban Murillo,Baroque,religious painting
71896.jpg,Georges Braque,Cubism,still life
43684.jpg,Bram van Velde,Lyrical Abstraction,abstract
50655.jpg,Maurice Prendergast,Post-Impressionism,genre painting
20038.jpg,Victor Borisov-Musatov,Post-Impressionism,genre painting
77606.jpg,Ivan Kramskoy,Realism,genre painting
42899.jpg,Konstantin Korovin,Impressionism,cityscape
99561.jpg,Ernst Ludwig Kirchner,Expressionism,genre painting
76496.jpg,Julian Alden Weir,Impressionism,landscape
7407.jpg,Natalia Goncharova,Naïve Art (Primitivism),genre painting
32813.jpg,William-Adolphe Bouguereau,Neoclassicism,sketch and study
20783.jpg,Alexander Pope,Romanticism,animal painting
46186.jpg,Carlos Saenz de Tejada,Art Nouveau (Modern),sketch and study
3647.jpg,Umberto Boccioni,Divisionism,sketch and study
74257.jpg,Utagawa Kunisada,Ukiyo-e,yakusha-e
45965.jpg,Theophile Steinlen,Art Nouveau (Modern),illustration
93591.jpg,Hasui Kawase,Shin-hanga,landscape
17813.jpg,Toshi Yoshida,Sōsaku hanga,landscape
67554.jpg,Briton Riviere,Realism,genre painting
14862.jpg,David Bates,Realism,landscape
100203.jpg,John Bratby,Expressionism,still life
82707.jpg,Zinaida Serebriakova,Art Deco,mythological painting
82187.jpg,Isaac Levitan,Realism,landscape
26777.jpg,Konstantin Makovsky,Realism,landscape
54543.jpg,Konstantin Yuon,Socialist Realism,genre painting
44749.jpg,Konstantin Bogaevsky,Symbolism,landscape
68198.jpg,Vasily Surikov,Realism,history painting
58399.jpg,Konstantin Makovsky,Romanticism,portrait
42521.jpg,Fyodor Bronnikov,Academicism,history painting
36431.jpg,Paul Gauguin,Post-Impressionism,nude painting (nu)
24997.jpg,Giorgione,High Renaissance,cityscape
97867.jpg,Ivan Serpa,Concretism,abstract
26192.jpg,Ivan Kramskoy,Realism,portrait
97585.jpg,Koshiro Onchi,Sōsaku hanga,design
7716.jpg,Theodule Ribot,Realism,portrait
56767.jpg,Tihamer Gyarmathy,Abstract Art,abstract
65344.jpg,Frederic Edwin Church,Romanticism,landscape
102363.jpg,William James Glackens,Impressionism,genre painting
26151.jpg,Florine Stettheimer,Naïve Art (Primitivism),symbolic painting
20956.jpg,Max Walter Svanberg,Surrealism,symbolic painting
101501.jpg,Rembrandt,Baroque,sketch and study
40249.jpg,Albert Bierstadt,Luminism,landscape
59832.jpg,Anthony van Dyck,Baroque,portrait
37230.jpg,Canaletto,Baroque,landscape
31136.jpg,Guido Reni,Baroque,religious painting
77149.jpg,Peder Severin Kroyer,Realism,portrait
93954.jpg,Martiros Saryan,Symbolism,landscape
58168.jpg,Martiros Saryan,Post-Impressionism,cityscape
18642.jpg,Jacopo Bassano,Mannerism (Late Renaissance),mythological painting
6878.jpg,Moise Kisling,Post-Impressionism,portrait
78653.jpg,Antoine Blanchard,Impressionism,cityscape
41201.jpg,Lucas Cranach the Elder,Northern Renaissance,portrait
102666.jpg,Jean Auguste Dominique Ingres,Neoclassicism,portrait
17332.jpg,David Bates,Realism,landscape
71358.jpg,Augustus John,Post-Impressionism,portrait
13164.jpg,Edouard Vuillard,Intimism,genre painting
69685.jpg,Camille Corot,Realism,landscape
8797.jpg,Giovanni Fattori,Impressionism,landscape
89478.jpg,Henry William Banks Davis,Romanticism,landscape
294.jpg,John Lavery,Impressionism,figurative
26164.jpg,Michelangelo,High Renaissance,sketch and study
16670.jpg,Gustave Moreau,Symbolism,mythological painting
87604.jpg,Istvan Nagy,Impressionism,landscape
5825.jpg,Henri Martin,Divisionism,landscape
49402.jpg,Amedeo Modigliani,Expressionism,portrait
40993.jpg,Joshua Reynolds,Rococo,portrait
72498.jpg,Vasily Polenov,Realism,sketch and study
45281.jpg,Ilya Repin,Realism,portrait
19597.jpg,Ivan Shishkin,Realism,landscape
69985.jpg,Ivan Shishkin,Realism,landscape
58534.jpg,Fyodor Bronnikov,Romanticism,genre painting
44540.jpg,Konstantin Somov,Art Nouveau (Modern),genre painting
50472.jpg,Vasily Sadovnikov,Realism,cityscape
102165.jpg,Konstantin Korovin,Impressionism,portrait
9305.jpg,Isaac Levitan,Realism,sketch and study
34608.jpg,Vasily Polenov,Realism,landscape
31793.jpg,Ivan Shishkin,Realism,landscape
78259.jpg,Francisco Bayeu y Subias,Neoclassicism,quadratura
87034.jpg,Luca Giordano,Baroque,allegorical painting
38182.jpg,Raden Saleh,Romanticism,genre painting
9883.jpg,Yiannis Tsaroychis,New Realism,cityscape
20654.jpg,Ivan Generalic,Naïve Art (Primitivism),genre painting
78434.jpg,Edouard Cortes,Post-Impressionism,cityscape
28812.jpg,Joan Mitchell,Abstract Expressionism,abstract
14685.jpg,Frantisek Kupka,Expressionism,mythological painting
89163.jpg,David Johnson,Romanticism,landscape
13007.jpg,Lucian Freud,Expressionism,nude painting (nu)
85494.jpg,Gustave Moreau,Symbolism,mythological painting
36039.jpg,Nakahara Nantenbo,Zen,religious painting
46801.jpg,Hans von Aachen,Mannerism (Late Renaissance),allegorical painting
74000.jpg,Henri Le Fauconnier,Post-Impressionism,interior
75717.jpg,Robert Henri,American Realism,portrait
95217.jpg,Eugene Boudin,Impressionism,genre painting
79170.jpg,Peter Paul Rubens,Baroque,portrait
4145.jpg,Theodore Rousseau,Realism,landscape
62304.jpg,Egon Schiele,Art Nouveau (Modern),portrait
19729.jpg,Titian,Mannerism (Late Renaissance),mythological painting
22952.jpg,Joachim Wtewael,Northern Renaissance,mythological painting
5989.jpg,James Webb ,Romanticism,landscape
88426.jpg,Jean-Paul Riopelle,Abstract Expressionism,abstract
15826.jpg,Marsden Hartley,Abstract Art,abstract
47070.jpg,Alekos Kontopoulos ,Expressionism,genre painting
6501.jpg,Sandro Botticelli,Early Renaissance,religious painting
23332.jpg,Isaac Levitan,Realism,landscape
40767.jpg,Isaac Levitan,Realism,landscape
2674.jpg,Fyodor Vasilyev,Realism,landscape
37479.jpg,Isaac Levitan,Realism,sketch and study
37454.jpg,Ivan Shishkin,Realism,landscape
55098.jpg,Albert Bierstadt,Luminism,landscape
62649.jpg,El Greco,Mannerism (Late Renaissance),religious painting
90052.jpg,Lajos Gulacsy ,Symbolism,genre painting
55104.jpg,Salvador Dali,Post-Impressionism,cityscape
38681.jpg,Salvador Dali,Surrealism,symbolic painting
53541.jpg,Pierre Tal-Coat,Lyrical Abstraction,abstract
22282.jpg,William Merritt Chase,Realism,portrait
37439.jpg,Amedeo Modigliani,Expressionism,portrait
39361.jpg,Jehan Georges Vibert,Romanticism,genre painting
39491.jpg,Bice Lazzari,Art Informel,abstract
97614.jpg,Stanley Spencer,Neo-Romanticism,cityscape
98886.jpg,Pavel Svinyin,Romanticism,genre painting
68074.jpg,Pavel Svinyin,Romanticism,genre painting
74572.jpg,Jules Breton,Realism,genre painting
5926.jpg,Eyvind Earle,Magic Realism,landscape
30278.jpg,Paul Serusier,Synthetism,genre painting
54737.jpg,Gustave Courbet,Realism,animal painting
67622.jpg,Ad Reinhardt,Hard Edge Painting,abstract
100303.jpg,Zdislav Beksinski,Surrealism,cityscape
79888.jpg,Julian Ashton,Impressionism,landscape
65063.jpg,Vasily Surikov,Realism,sketch and study
2566.jpg,Ivan Generalic,Naïve Art (Primitivism),animal painting
44902.jpg,Salvador Dali,Surrealism,landscape
38584.jpg,Sir Lawrence Alma-Tadema,Romanticism,genre painting
67826.jpg,Matthias Stom,Tenebrism,history painting
69381.jpg,Jacek Malczewski,Art Nouveau (Modern),literary painting
52232.jpg,Martiros Saryan,Expressionism,sketch and study
94117.jpg,Remedios Varo,Surrealism,symbolic painting
98989.jpg,Mattia Preti,Baroque,religious painting
11884.jpg,Jose Gutierrez Solana,Expressionism,still life
20798.jpg,John Hoyland,Color Field Painting,abstract
90419.jpg,Ipolit Strambu,Impressionism,genre painting
7438.jpg,Grant Wood,Impressionism,cityscape
39514.jpg,Konstantin Somov,Symbolism,literary painting
94794.jpg,Frantisek Kupka,Orphism,symbolic painting
39853.jpg,David Johnson,Luminism,landscape
34217.jpg,Peter Paul Rubens,Baroque,sketch and study
91946.jpg,Peter Paul Rubens,Baroque,genre painting
86862.jpg,Theodor Pallady,Post-Impressionism,nude painting (nu)
23081.jpg,Charles M. Russell,Romanticism,genre painting
12886.jpg,James Tissot,Realism,caricature
48942.jpg,Fra Angelico,Early Renaissance,religious painting
71587.jpg,Luca Giordano,Baroque,portrait
12183.jpg,Constantin Artachino,Impressionism,marina
32349.jpg,Julian Ashton,Realism,landscape
65945.jpg,Tsukioka Yoshitoshi,Ukiyo-e,literary painting
76909.jpg, Wassily Kandinsky,Expressionism,allegorical painting
86756.jpg,Mary Cassatt,Impressionism,genre painting
41778.jpg,Henri Martin,Divisionism,genre painting
18117.jpg,Pavel Svinyin,Romanticism,genre painting
58367.jpg,Aristarkh Lentulov,Cubo-Futurism,cityscape
25861.jpg,Nicholas Roerich,Symbolism,symbolic painting
79198.jpg,Salvador Dali,Post-Impressionism,sketch and study
98334.jpg,Eugene de Blaas,Academicism,portrait
44389.jpg,Leon Bakst,Art Nouveau (Modern),design
92704.jpg,Eugene Boudin,Impressionism,cityscape
91217.jpg,Anthony van Dyck,Baroque,portrait
40264.jpg,James Webb ,Romanticism,cityscape
36416.jpg,James Charles,Realism,genre painting
85262.jpg,James Webb ,Romanticism,genre painting
100788.jpg,John Bratby,Expressionism,genre painting
59856.jpg,James Webb ,Romanticism,marina
57293.jpg,Aleksey Antropov,Baroque,portrait
77195.jpg,Orest Kiprensky,Romanticism,portrait
90124.jpg,Edward Burne-Jones,Romanticism,religious painting
100334.jpg,Frank Dicksee,Romanticism,portrait
76607.jpg,Ion Theodorescu-Sion,Post-Impressionism,genre painting
34922.jpg,Ivan Kramskoy,Realism,portrait
89502.jpg,Grant Wood,Regionalism,landscape
25883.jpg,Antonio Carneiro,Realism,portrait
52182.jpg,Theo van Doesburg,Constructivism,design
44940.jpg,Aladar Korosfoi-Kriesch,Art Nouveau (Modern),allegorical painting
65572.jpg,Salvador Dali,Post-Impressionism,portrait
5922.jpg,Ilya Repin,Realism,genre painting
27052.jpg,Ivan Shishkin,Realism,landscape
30935.jpg,Ilya Repin,Realism,religious painting
98605.jpg,Camille Corot,Realism,landscape
24801.jpg,Rudolf Schweitzer-Cumpana,Impressionism,animal painting
90048.jpg,Otto Eckmann,Art Nouveau (Modern),flower painting
66117.jpg,Albert Bierstadt,Luminism,marina
83495.jpg,Isaac Levitan,Impressionism,landscape
82559.jpg,Isaac Levitan,Realism,sketch and study
57719.jpg,Edwin Austin Abbey,Romanticism,genre painting
73286.jpg,Joshua Reynolds,Rococo,portrait
71551.jpg,Viktor Vasnetsov,Romanticism,religious painting
684.jpg,Howard Pyle,Romanticism,illustration
23760.jpg,Maurice Prendergast,Post-Impressionism,genre painting
84012.jpg,Albert Bierstadt,Luminism,landscape
95035.jpg,Annibale Carracci,Baroque,mythological painting
59653.jpg,Aleksey Antropov,Baroque,portrait
89273.jpg,Yiannis Tsaroychis,Neo-baroque,genre painting
